44,1,b,8,7/4/2024 5:56,7/26/2024 5:56
45,1,c,8,7/3/2024 5:56,7/26/2024 5:56
46,1,d,8,7/2/2024 5:56,7/25/2024 5:56
47,1,e,8,7/1/2024 5:56,7/25/2024 5:56
48,1,f,8,6/30/2024 5:56,7/24/2024 5:56
49,1,a,9,6/29/2024 5:56,7/24/2024 5:56
50,1,b,9,6/28/2024 5:56,7/23/2024 5:56
51,1,c,9,6/27/2024 5:56,7/23/2024 5:56
52,1,d,9,6/26/2024 5:56,7/22/2024 5:56
53,1,e,9,6/25/2024 5:56,7/22/2024 5:56
54,1,f,9,6/24/2024 5:56,7/21/2024 5:56
55,1,a,10,6/23/2024 5:56,7/21/2024 5:56
56,1,b,10,6/22/2024 5:56,7/20/2024 5:56
57,1,c,10,6/21/2024 5:56,7/20/2024 5:56
58,1,d,10,6/20/2024 5:56,7/19/2024 5:56
59,1,e,10,6/19/2024 5:56,7/19/2024 5:56
60,1,f,10,6/18/2024 5:56,7/18/2024 5:56
61,1,a,11,6/17/2024 5:56,7/18/2024 5:56
62,1,b,11,6/16/2024 5:56,7/17/2024 5:56
63,1,c,11,6/15/2024 5:56,7/17/2024 5:56
64,1,d,11,6/14/2024 5:56,7/16/2024 5:56
65,1,e,11,6/13/2024 5:56,7/16/2024 5:56
66,1,f,11,6/12/2024 5:56,7/15/2024 5:56
67,1,a,12,6/11/2024 5:56,7/15/2024 5:56
68,1,b,12,6/10/2024 5:56,7/14/2024 5:56
69,1,c,12,6/9/2024 5:56,7/14/2024 5:56
70,1,d,12,6/8/2024 5:56,7/13/2024 5:56
71,1,e,12,6/7/2024 5:56,7/13/2024 5:56
72,1,f,12,6/6/2024 5:56,7/12/2024 5:56
73,1,a,13,6/5/2024 5:56,7/12/2024 5:56
74,1,b,13,6/4/2024 5:56,7/11/2024 5:56
75,1,c,13,6/3/2024 5:56,7/11/2024 5:56
76,1,d,13,6/2/2024 5:56,7/10/2024 5:56
77,1,e,13,6/1/2024 5:56,7/10/2024 5:56
78,1,f,13,5/31/2024 5:56,7/9/2024 5:56
79,1,a,14,5/30/2024 5:56,7/9/2024 5:56
80,1,b,14,5/29/2024 5:56,7/8/2024 5:56
81,1,c,14,5/28/2024 5:56,7/8/2024 5:56
82,1,d,14,5/27/2024 5:56,7/7/2024 5:56
83,1,e,14,5/26/2024 5:56,7/7/2024 5:56
84,1,f,14,5/25/2024 5:56,7/6/2024 5:56
85,1,a,15,5/24/2024 5:56,7/6/2024 5:56
86,1,b,15,5/23/2024 5:56,7/5/2024 5:56
87,1,c,15,5/22/2024 5:56,7/5/2024 5:56
88,1,d,15,5/21/2024 5:56,7/4/2024 5:56
89,1,e,15,5/20/2024 5:56,7/4/2024 5:56
90,1,f,15,5/19/2024 5:56,7/3/2024 5:56
91,1,a,16,5/18/2024 5:56,7/3/2024 5:56
92,1,b,16,5/17/2024 5:56,7/2/2024 5:56
93,1,c,16,5/16/2024 5:56,7/2/2024 5:56
94,1,d,16,5/15/2024 5:56,7/1/2024 5:56
95,1,e,16,5/14/2024 5:56,7/1/2024 5:56
96,1,f,16,5/13/2024 5:56,6/30/2024 5:56
97,1,a,17,5/12/2024 5:56,6/30/2024 5:56
98,1,b,17,5/11/2024 5:56,6/29/2024 5:56
99,1,c,17,5/10/2024 5:56,6/29/2024 5:56
100,1,d,17,5/9/2024 5:56,6/28/2024 5:56
101,1,e,17,5/8/2024 5:56,6/28/2024 5:56
102,1,f,17,5/7/2024 5:56,6/27/2024 5:56
103,1,a,18,5/6/2024 5:56,6/27/2024 5:56
104,1,b,18,5/5/2024 5:56,6/26/2024 5:56
105,1,c,18,5/4/2024 5:56,6/26/2024 5:56
106,1,d,18,5/3/2024 5:56,6/25/2024 5:56
107,1,e,18,5/2/2024 5:56,6/25/2024 5:56
108,1,f,18,5/1/2024 5:56,6/24/2024 5:56
109,1,a,19,4/30/2024 5:56,6/24/2024 5:56
110,1,b,19,4/29/2024 5:56,6/23/2024 5:56
111,1,c,19,4/28/2024 5:56,6/23/2024 5:56
112,1,d,19,4/27/2024 5:56,6/22/2024 5:56
113,1,e,19,4/26/2024 5:56,6/22/2024 5:56
114,1,f,19,4/25/2024 5:56,6/21/2024 5:56
115,1,a,20,4/24/2024 5:56,6/21/2024 5:56
116,1,b,20,4/23/2024 5:56,6/20/2024 5:56
117,1,c,20,4/22/2024 5:56,6/20/2024 5:56
118,1,d,20,4/21/2024 5:56,6/19/2024 5:56
119,1,e,20,4/20/2024 5:56,6/19/2024 5:56
120,1,f,20,4/19/2024 5:56,6/18/2024 5:56
121,1,a,21,4/18/2024 5:56,6/18/2024 5:56
122,1,b,21,4/17/2024 5:56,6/17/2024 5:56
123,1,c,21,4/16/2024 5:56,6/17/2024 5:56
124,1,d,21,4/15/2024 5:56,6/16/2024 5:56
125,1,e,21,4/14/2024 5:56,6/16/2024 5:56
126,1,f,21,4/13/2024 5:56,6/15/2024 5:56
127,1,a,22,4/12/2024 5:56,6/15/2024 5:56
128,1,b,22,4/11/2024 5:56,6/14/2024 5:56
129,1,c,22,4/10/2024 5:56,6/14/2024 5:56
130,1,d,22,4/9/2024 5:56,6/13/2024 5:56
131,1,e,22,4/8/2024 5:56,6/13/2024 5:56
132,1,f,22,4/7/2024 5:56,6/12/2024 5:56
133,1,a,23,4/6/2024 5:56,6/12/2024 5:56
134,1,b,23,4/5/2024 5:56,6/11/2024 5:56
135,1,c,23,4/4/2024 5:56,6/11/2024 5:56
136,1,d,23,4/3/2024 5:56,6/10/2024 5:56
137,1,e,23,4/2/2024 5:56,6/10/2024 5:56
138,1,f,23,4/1/2024 5:56,6/9/2024 5:56
139,1,a,24,3/31/2024 5:56,6/9/2024 5:56
140,1,b,24,3/30/2024 5:56,6/8/2024 5:56
141,1,c,24,3/29/2024 5:56,6/8/2024 5:56
142,1,d,24,3/28/2024 5:56,6/7/2024 5:56
143,1,e,24,3/27/2024 5:56,6/7/2024 5:56
144,1,f,24,3/26/2024 5:56,6/6/2024 5:56
145,1,a,25,3/25/2024 5:56,6/6/2024 5:56
146,1,b,25,3/24/2024 5:56,6/5/2024 5:56
147,1,c,25,3/23/2024 5:56,6/5/2024 5:56
148,1,d,25,3/22/2024 5:56,6/4/2024 5:56
149,1,e,25,3/21/2024 5:56,6/4/2024 5:56
150,1,f,25,3/20/2024 5:56,6/3/2024 5:56
151,1,a,26,3/19/2024 5:56,6/3/2024 5:56
152,1,b,26,3/18/2024 5:56,6/2/2024 5:56
153,1,c,26,3/17/2024 5:56,6/2/2024 5:56
154,1,d,26,3/16/2024 5:56,6/1/2024 5:56
155,1,e,26,3/15/2024 5:56,6/1/2024 5:56
156,1,f,26,3/14/2024 5:56,5/31/2024 5:56
157,1,a,27,3/13/2024 5:56,5/31/2024 5:56
158,1,b,27,3/12/2024 5:56,5/30/2024 5:56
159,1,c,27,3/11/2024 5:56,5/30/2024 5:56
160,1,d,27,3/10/2024 5:56,5/29/2024 5:56
161,1,e,27,3/9/2024 5:56,5/29/2024 5:56
162,1,f,27,3/8/2024 5:56,5/28/2024 5:56
163,1,a,28,3/7/2024 5:56,5/28/2024 5:56
164,1,b,28,3/6/2024 5:56,5/27/2024 5:56
165,1,c,28,3/5/2024 5:56,5/27/2024 5:56
166,1,d,28,3/4/2024 5:56,5/26/2024 5:56
167,1,e,28,3/3/2024 5:56,5/26/2024 5:56
168,1,f,28,3/2/2024 5:56,5/25/2024 5:56
