flight_id,departure_city,departure_country,arrival_city,arrival_country,price,class_name,price_rate,weight_allowed,number_of_meals,departure_date,departure_time,duration,departure_datetime,detailed_route
1,Karachi,Pakistan,Karachi,Pakistan,650,Economy,1,30 kg,1,10/1/2024,23:57:00,0 days 16:00:00,10/1/2024 23:57,Karachi Pakistan to Karachi Pakistan | Class: Economy | Price: 650 | Departure: 2024-10-01 23:57:00 | Duration: 0 days 16:00:00
458,Karachi,Pakistan,Damascus,Syria,374,Business,2,40 kg,2,1/1/2026,9:33:00,0 days 12:00:00,1/1/2026 9:33,Karachi Pakistan to Damascus Syria | Class: Business | Price: 374 | Departure: 2026-01-01 09:33:00 | Duration: 0 days 12:00:00
519,Karachi,Pakistan,Damascus,Syria,156,Economy,1,30 kg,1,3/3/2026,16:29:00,0 days 15:00:00,3/3/2026 16:29,Karachi Pakistan to Damascus Syria | Class: Economy | Price: 156 | Departure: 2026-03-03 16:29:00 | Duration: 0 days 15:00:00
519,Karachi,Pakistan,Damascus,Syria,156,Business,2,40 kg,2,3/3/2026,16:29:00,0 days 15:00:00,3/3/2026 16:29,Karachi Pakistan to Damascus Syria | Class: Business | Price: 156 | Departure: 2026-03-03 16:29:00 | Duration: 0 days 15:00:00
592,Karachi,Pakistan,Damascus,Syria,411,Economy,1,30 kg,1,5/15/2026,20:15:00,0 days 20:00:00,5/15/2026 20:15,Karachi Pakistan to Damascus Syria | Class: Economy | Price: 411 | Departure: 2026-05-15 20:15:00 | Duration: 0 days 20:00:00
592,Karachi,Pakistan,Damascus,Syria,411,Business,2,40 kg,2,5/15/2026,20:15:00,0 days 20:00:00,5/15/2026 20:15,Karachi Pakistan to Damascus Syria | Class: Business | Price: 411 | Departure: 2026-05-15 20:15:00 | Duration: 0 days 20:00:00
609,Karachi,Pakistan,Damascus,Syria,404,Economy,1,30 kg,1,6/1/2026,16:02:00,0 days 03:00:00,6/1/2026 16:02,Karachi Pakistan to Damascus Syria | Class: Economy | Price: 404 | Departure: 2026-06-01 16:02:00 | Duration: 0 days 03:00:00
609,Karachi,Pakistan,Damascus,Syria,404,Business,2,40 kg,2,6/1/2026,16:02:00,0 days 03:00:00,6/1/2026 16:02,Karachi Pakistan to Damascus Syria | Class: Business | Price: 404 | Departure: 2026-06-01 16:02:00 | Duration: 0 days 03:00:00
658,Karachi,Pakistan,Damascus,Syria,342,Economy,1,30 kg,1,7/20/2026,13:19:00,0 days 03:00:00,7/20/2026 13:19,Karachi Pakistan to Damascus Syria | Class: Economy | Price: 342 | Departure: 2026-07-20 13:19:00 | Duration: 0 days 03:00:00
658,Karachi,Pakistan,Damascus,Syria,342,Business,2,40 kg,2,7/20/2026,13:19:00,0 days 03:00:00,7/20/2026 13:19,Karachi Pakistan to Damascus Syria | Class: Business | Price: 342 | Departure: 2026-07-20 13:19:00 | Duration: 0 days 03:00:00
665,Karachi,Pakistan,Damascus,Syria,272,Economy,1,30 kg,1,7/27/2026,7:43:00,0 days 10:00:00,7/27/2026 7:43,Karachi Pakistan to Damascus Syria | Class: Economy | Price: 272 | Departure: 2026-07-27 07:43:00 | Duration: 0 days 10:00:00
665,Karachi,Pakistan,Damascus,Syria,272,Business,2,40 kg,2,7/27/2026,7:43:00,0 days 10:00:00,7/27/2026 7:43,Karachi Pakistan to Damascus Syria | Class: Business | Price: 272 | Departure: 2026-07-27 07:43:00 | Duration: 0 days 10:00:00
698,Karachi,Pakistan,Damascus,Syria,477,Economy,1,30 kg,1,8/29/2026,14:07:00,0 days 06:00:00,8/29/2026 14:07,Karachi Pakistan to Damascus Syria | Class: Economy | Price: 477 | Departure: 2026-08-29 14:07:00 | Duration: 0 days 06:00:00
698,Karachi,Pakistan,Damascus,Syria,477,Business,2,40 kg,2,8/29/2026,14:07:00,0 days 06:00:00,8/29/2026 14:07,Karachi Pakistan to Damascus Syria | Class: Business | Price: 477 | Departure: 2026-08-29 14:07:00 | Duration: 0 days 06:00:00
722,Karachi,Pakistan,Damascus,Syria,240,Economy,1,30 kg,1,9/22/2026,19:46:00,0 days 19:00:00,9/22/2026 19:46,Karachi Pakistan to Damascus Syria | Class: Economy | Price: 240 | Departure: 2026-09-22 19:46:00 | Duration: 0 days 19:00:00
722,Karachi,Pakistan,Damascus,Syria,240,Business,2,40 kg,2,9/22/2026,19:46:00,0 days 19:00:00,9/22/2026 19:46,Karachi Pakistan to Damascus Syria | Class: Business | Price: 240 | Departure: 2026-09-22 19:46:00 | Duration: 0 days 19:00:00
735,Karachi,Pakistan,Damascus,Syria,185,Economy,1,30 kg,1,10/5/2026,1:57:00,0 days 01:00:00,10/5/2026 1:57,Karachi Pakistan to Damascus Syria | Class: Economy | Price: 185 | Departure: 2026-10-05 01:57:00 | Duration: 0 days 01:00:00
735,Karachi,Pakistan,Damascus,Syria,185,Business,2,40 kg,2,10/5/2026,1:57:00,0 days 01:00:00,10/5/2026 1:57,Karachi Pakistan to Damascus Syria | Class: Business | Price: 185 | Departure: 2026-10-05 01:57:00 | Duration: 0 days 01:00:00
908,Karachi,Pakistan,Damascus,Syria,69,Economy,1,30 kg,1,3/27/2027,8:18:00,0 days 01:00:00,3/27/2027 8:18,Karachi Pakistan to Damascus Syria | Class: Economy | Price: 69 | Departure: 2027-03-27 08:18:00 | Duration: 0 days 01:00:00
908,Karachi,Pakistan,Damascus,Syria,69,Business,2,40 kg,2,3/27/2027,8:18:00,0 days 01:00:00,3/27/2027 8:18,Karachi Pakistan to Damascus Syria | Class: Business | Price: 69 | Departure: 2027-03-27 08:18:00 | Duration: 0 days 01:00:00
938,Karachi,Pakistan,Damascus,Syria,312,Economy,1,30 kg,1,4/26/2027,12:21:00,0 days 06:00:00,4/26/2027 12:21,Karachi Pakistan to Damascus Syria | Class: Economy | Price: 312 | Departure: 2027-04-26 12:21:00 | Duration: 0 days 06:00:00
938,Karachi,Pakistan,Damascus,Syria,312,Business,2,40 kg,2,4/26/2027,12:21:00,0 days 06:00:00,4/26/2027 12:21,Karachi Pakistan to Damascus Syria | Class: Business | Price: 312 | Departure: 2027-04-26 12:21:00 | Duration: 0 days 06:00:00
978,Karachi,Pakistan,Damascus,Syria,71,Economy,1,30 kg,1,6/5/2027,20:05:00,0 days 15:00:00,6/5/2027 20:05,Karachi Pakistan to Damascus Syria | Class: Economy | Price: 71 | Departure: 2027-06-05 20:05:00 | Duration: 0 days 15:00:00
978,Karachi,Pakistan,Damascus,Syria,71,Business,2,40 kg,2,6/5/2027,20:05:00,0 days 15:00:00,6/5/2027 20:05,Karachi Pakistan to Damascus Syria | Class: Business | Price: 71 | Departure: 2027-06-05 20:05:00 | Duration: 0 days 15:00:00
39,Abu Dhabi,UAE,Damascus,Syria,170,Economy,1,30 kg,1,11/8/2024,19:13:00,0 days 04:00:00,11/8/2024 19:13,Abu Dhabi UAE to Damascus Syria | Class: Economy | Price: 170 | Departure: 2024-11-08 19:13:00 | Duration: 0 days 04:00:00
39,Abu Dhabi,UAE,Damascus,Syria,170,Business,2,40 kg,2,11/8/2024,19:13:00,0 days 04:00:00,11/8/2024 19:13,Abu Dhabi UAE to Damascus Syria | Class: Business | Price: 170 | Departure: 2024-11-08 19:13:00 | Duration: 0 days 04:00:00
50,Abu Dhabi,UAE,Damascus,Syria,178,Economy,1,30 kg,1,11/19/2024,6:38:00,0 days 05:00:00,11/19/2024 6:38,Abu Dhabi UAE to Damascus Syria | Class: Economy | Price: 178 | Departure: 2024-11-19 06:38:00 | Duration: 0 days 05:00:00
50,Abu Dhabi,UAE,Damascus,Syria,178,Business,2,40 kg,2,11/19/2024,6:38:00,0 days 05:00:00,11/19/2024 6:38,Abu Dhabi UAE to Damascus Syria | Class: Business | Price: 178 | Departure: 2024-11-19 06:38:00 | Duration: 0 days 05:00:00
68,Abu Dhabi,UAE,Damascus,Syria,250,Economy,1,30 kg,1,12/7/2024,11:23:00,0 days 04:00:00,12/7/2024 11:23,Abu Dhabi UAE to Damascus Syria | Class: Economy | Price: 250 | Departure: 2024-12-07 11:23:00 | Duration: 0 days 04:00:00
68,Abu Dhabi,UAE,Damascus,Syria,250,Business,2,40 kg,2,12/7/2024,11:23:00,0 days 04:00:00,12/7/2024 11:23,Abu Dhabi UAE to Damascus Syria | Class: Business | Price: 250 | Departure: 2024-12-07 11:23:00 | Duration: 0 days 04:00:00
70,Abu Dhabi,UAE,Damascus,Syria,364,Economy,1,30 kg,1,12/9/2024,1:34:00,0 days 09:00:00,12/9/2024 1:34,Abu Dhabi UAE to Damascus Syria | Class: Economy | Price: 364 | Departure: 2024-12-09 01:34:00 | Duration: 0 days 09:00:00
70,Abu Dhabi,UAE,Damascus,Syria,364,Business,2,40 kg,2,12/9/2024,1:34:00,0 days 09:00:00,12/9/2024 1:34,Abu Dhabi UAE to Damascus Syria | Class: Business | Price: 364 | Departure: 2024-12-09 01:34:00 | Duration: 0 days 09:00:00
100,Abu Dhabi,UAE,Damascus,Syria,472,Economy,1,30 kg,1,1/8/2025,2:53:00,0 days 09:00:00,1/8/2025 2:53,Abu Dhabi UAE to Damascus Syria | Class: Economy | Price: 472 | Departure: 2025-01-08 02:53:00 | Duration: 0 days 09:00:00
100,Abu Dhabi,UAE,Damascus,Syria,472,Business,2,40 kg,2,1/8/2025,2:53:00,0 days 09:00:00,1/8/2025 2:53,Abu Dhabi UAE to Damascus Syria | Class: Business | Price: 472 | Departure: 2025-01-08 02:53:00 | Duration: 0 days 09:00:00
114,Abu Dhabi,UAE,Damascus,Syria,315,Economy,1,30 kg,1,1/22/2025,6:56:00,0 days 03:00:00,1/22/2025 6:56,Abu Dhabi UAE to Damascus Syria | Class: Economy | Price: 315 | Departure: 2025-01-22 06:56:00 | Duration: 0 days 03:00:00
114,Abu Dhabi,UAE,Damascus,Syria,315,Business,2,40 kg,2,1/22/2025,6:56:00,0 days 03:00:00,1/22/2025 6:56,Abu Dhabi UAE to Damascus Syria | Class: Business | Price: 315 | Departure: 2025-01-22 06:56:00 | Duration: 0 days 03:00:00
157,Abu Dhabi,UAE,Damascus,Syria,162,Economy,1,30 kg,1,3/6/2025,23:40:00,0 days 23:00:00,3/6/2025 23:40,Abu Dhabi UAE to Damascus Syria | Class: Economy | Price: 162 | Departure: 2025-03-06 23:40:00 | Duration: 0 days 23:00:00
157,Abu Dhabi,UAE,Damascus,Syria,162,Business,2,40 kg,2,3/6/2025,23:40:00,0 days 23:00:00,3/6/2025 23:40,Abu Dhabi UAE to Damascus Syria | Class: Business | Price: 162 | Departure: 2025-03-06 23:40:00 | Duration: 0 days 23:00:00
181,Abu Dhabi,UAE,Damascus,Syria,252,Economy,1,30 kg,1,3/30/2025,11:23:00,0 days 11:00:00,3/30/2025 11:23,Abu Dhabi UAE to Damascus Syria | Class: Economy | Price: 252 | Departure: 2025-03-30 11:23:00 | Duration: 0 days 11:00:00
181,Abu Dhabi,UAE,Damascus,Syria,252,Business,2,40 kg,2,3/30/2025,11:23:00,0 days 11:00:00,3/30/2025 11:23,Abu Dhabi UAE to Damascus Syria | Class: Business | Price: 252 | Departure: 2025-03-30 11:23:00 | Duration: 0 days 11:00:00
193,Abu Dhabi,UAE,Damascus,Syria,323,Economy,1,30 kg,1,4/11/2025,10:16:00,0 days 11:00:00,4/11/2025 10:16,Abu Dhabi UAE to Damascus Syria | Class: Economy | Price: 323 | Departure: 2025-04-11 10:16:00 | Duration: 0 days 11:00:00
193,Abu Dhabi,UAE,Damascus,Syria,323,Business,2,40 kg,2,4/11/2025,10:16:00,0 days 11:00:00,4/11/2025 10:16,Abu Dhabi UAE to Damascus Syria | Class: Business | Price: 323 | Departure: 2025-04-11 10:16:00 | Duration: 0 days 11:00:00
205,Abu Dhabi,UAE,Damascus,Syria,194,Economy,1,30 kg,1,4/23/2025,12:51:00,0 days 03:00:00,4/23/2025 12:51,Abu Dhabi UAE to Damascus Syria | Class: Economy | Price: 194 | Departure: 2025-04-23 12:51:00 | Duration: 0 days 03:00:00
205,Abu Dhabi,UAE,Damascus,Syria,194,Business,2,40 kg,2,4/23/2025,12:51:00,0 days 03:00:00,4/23/2025 12:51,Abu Dhabi UAE to Damascus Syria | Class: Business | Price: 194 | Departure: 2025-04-23 12:51:00 | Duration: 0 days 03:00:00
224,Abu Dhabi,UAE,Damascus,Syria,299,Economy,1,30 kg,1,5/12/2025,16:06:00,0 days 06:00:00,5/12/2025 16:06,Abu Dhabi UAE to Damascus Syria | Class: Economy | Price: 299 | Departure: 2025-05-12 16:06:00 | Duration: 0 days 06:00:00
224,Abu Dhabi,UAE,Damascus,Syria,299,Business,2,40 kg,2,5/12/2025,16:06:00,0 days 06:00:00,5/12/2025 16:06,Abu Dhabi UAE to Damascus Syria | Class: Business | Price: 299 | Departure: 2025-05-12 16:06:00 | Duration: 0 days 06:00:00
276,Abu Dhabi,UAE,Damascus,Syria,112,Economy,1,30 kg,1,7/3/2025,13:06:00,0 days 07:00:00,7/3/2025 13:06,Abu Dhabi UAE to Damascus Syria | Class: Economy | Price: 112 | Departure: 2025-07-03 13:06:00 | Duration: 0 days 07:00:00
276,Abu Dhabi,UAE,Damascus,Syria,112,Business,2,40 kg,2,7/3/2025,13:06:00,0 days 07:00:00,7/3/2025 13:06,Abu Dhabi UAE to Damascus Syria | Class: Business | Price: 112 | Departure: 2025-07-03 13:06:00 | Duration: 0 days 07:00:00
373,Abu Dhabi,UAE,Damascus,Syria,222,Economy,1,30 kg,1,10/8/2025,7:32:00,0 days 10:00:00,10/8/2025 7:32,Abu Dhabi UAE to Damascus Syria | Class: Economy | Price: 222 | Departure: 2025-10-08 07:32:00 | Duration: 0 days 10:00:00
373,Abu Dhabi,UAE,Damascus,Syria,222,Business,2,40 kg,2,10/8/2025,7:32:00,0 days 10:00:00,10/8/2025 7:32,Abu Dhabi UAE to Damascus Syria | Class: Business | Price: 222 | Departure: 2025-10-08 07:32:00 | Duration: 0 days 10:00:00
374,Abu Dhabi,UAE,Damascus,Syria,304,Economy,1,30 kg,1,10/9/2025,0:44:00,0 days 03:00:00,10/9/2025 0:44,Abu Dhabi UAE to Damascus Syria | Class: Economy | Price: 304 | Departure: 2025-10-09 00:44:00 | Duration: 0 days 03:00:00
374,Abu Dhabi,UAE,Damascus,Syria,304,Business,2,40 kg,2,10/9/2025,0:44:00,0 days 03:00:00,10/9/2025 0:44,Abu Dhabi UAE to Damascus Syria | Class: Business | Price: 304 | Departure: 2025-10-09 00:44:00 | Duration: 0 days 03:00:00
403,Abu Dhabi,UAE,Damascus,Syria,291,Economy,1,30 kg,1,11/7/2025,12:44:00,0 days 05:00:00,11/7/2025 12:44,Abu Dhabi UAE to Damascus Syria | Class: Economy | Price: 291 | Departure: 2025-11-07 12:44:00 | Duration: 0 days 05:00:00
